java_item_id,bedrock_item_id,bedrock_item_damage
minecraft:blue_glazed_terracotta,minecraft:blue_glazed_terracotta,0
minecraft:brown_glazed_terracotta,minecraft:brown_glazed_terracotta,0
minecraft:green_glazed_terracotta,minecraft:green_glazed_terracotta,0
minecraft:red_glazed_terracotta,minecraft:red_glazed_terracotta,0
minecraft:black_glazed_terracotta,minecraft:black_glazed_terracotta,0
minecraft:white_concrete,minecraft:concrete,0
minecraft:orange_concrete,minecraft:concrete,1
minecraft:magenta_concrete,minecraft:concrete,2
minecraft:light_blue_concrete,minecraft:concrete,3
minecraft:yellow_concrete,minecraft:concrete,4
minecraft:lime_concrete,minecraft:concrete,5
minecraft:pink_concrete,minecraft:concrete,6
minecraft:gray_concrete,minecraft:concrete,7
minecraft:light_gray_concrete,minecraft:concrete,8
minecraft:cyan_concrete,minecraft:concrete,9
minecraft:purple_concrete,minecraft:concrete,10
minecraft:blue_concrete,minecraft:concrete,11
minecraft:brown_concrete,minecraft:concrete,12
minecraft:green_concrete,minecraft:concrete,13
minecraft:red_concrete,minecraft:concrete,14
minecraft:black_concrete,minecraft:concrete,15
minecraft:white_concrete_powder,minecraft:concrete_powder,0
minecraft:orange_concrete_powder,minecraft:concrete_powder,1
minecraft:magenta_concrete_powder,minecraft:concrete_powder,2
minecraft:light_blue_concrete_powder,minecraft:concrete_powder,3
minecraft:yellow_concrete_powder,minecraft:concrete_powder,4
minecraft:lime_concrete_powder,minecraft:concrete_powder,5
minecraft:pink_concrete_powder,minecraft:concrete_powder,6
minecraft:gray_concrete_powder,minecraft:concrete_powder,7
minecraft:light_gray_concrete_powder,minecraft:concrete_powder,8
minecraft:cyan_concrete_powder,minecraft:concrete_powder,9
minecraft:purple_concrete_powder,minecraft:concrete_powder,10
minecraft:blue_concrete_powder,minecraft:concrete_powder,11
minecraft:brown_concrete_powder,minecraft:concrete_powder,12
minecraft:green_concrete_powder,minecraft:concrete_powder,13
minecraft:red_concrete_powder,minecraft:concrete_powder,14
minecraft:black_concrete_powder,minecraft:concrete_powder,15
minecraft:turtle_egg,minecraft:turtle_egg,0
minecraft:dead_tube_coral_block,minecraft:coral_block,8
minecraft:dead_brain_coral_block,minecraft:coral_block,9
minecraft:dead_bubble_coral_block,minecraft:coral_block,10
minecraft:dead_fire_coral_block,minecraft:coral_block,11
minecraft:dead_horn_coral_block,minecraft:coral_block,12
minecraft:tube_coral_block,minecraft:coral_block,0
minecraft:brain_coral_block,minecraft:coral_block,1
minecraft:bubble_coral_block,minecraft:coral_block,2
minecraft:fire_coral_block,minecraft:coral_block,3
minecraft:horn_coral_block,minecraft:coral_block,4
minecraft:tube_coral,minecraft:coral,0
minecraft:brain_coral,minecraft:coral,1
minecraft:bubble_coral,minecraft:coral,2
minecraft:fire_coral,minecraft:coral,3
minecraft:horn_coral,minecraft:coral,4
minecraft:dead_brain_coral,minecraft:coral,9
minecraft:dead_bubble_coral,minecraft:coral,10
minecraft:dead_fire_coral,minecraft:coral,11
minecraft:dead_horn_coral,minecraft:coral,12
minecraft:dead_tube_coral,minecraft:coral,8
minecraft:tube_coral_fan,minecraft:coral_fan,0
minecraft:brain_coral_fan,minecraft:coral_fan,1
minecraft:bubble_coral_fan,minecraft:coral_fan,2
minecraft:fire_coral_fan,minecraft:coral_fan,3
minecraft:horn_coral_fan,minecraft:coral_fan,4
minecraft:dead_tube_coral_fan,minecraft:coral_fan_dead,0
minecraft:dead_brain_coral_fan,minecraft:coral_fan_dead,1
minecraft:dead_bubble_coral_fan,minecraft:coral_fan_dead,2
minecraft:dead_fire_coral_fan,minecraft:coral_fan_dead,3
minecraft:dead_horn_coral_fan,minecraft:coral_fan_dead,4
minecraft:blue_ice,minecraft:blue_ice,0
minecraft:conduit,minecraft:conduit,0
minecraft:polished_granite_stairs,minecraft:polished_granite_stairs,0
minecraft:smooth_red_sandstone_stairs,minecraft:smooth_red_sandstone_stairs,0
minecraft:mossy_stone_brick_stairs,minecraft:mossy_stone_brick_stairs,0
minecraft:polished_diorite_stairs,minecraft:polished_diorite_stairs,0
minecraft:mossy_cobblestone_stairs,minecraft:mossy_cobblestone_stairs,0
minecraft:end_stone_brick_stairs,minecraft:end_brick_stairs,0
minecraft:stone_stairs,minecraft:normal_stone_stairs,0
minecraft:smooth_sandstone_stairs,minecraft:smooth_sandstone_stairs,0
minecraft:smooth_quartz_stairs,minecraft:smooth_quartz_stairs,0
minecraft:granite_stairs,minecraft:granite_stairs,0
minecraft:andesite_stairs,minecraft:andesite_stairs,0
minecraft:red_nether_brick_stairs,minecraft:red_nether_brick_stairs,0
minecraft:polished_andesite_stairs,minecraft:polished_andesite_stairs,0
minecraft:diorite_stairs,minecraft:diorite_stairs,0
minecraft:cobbled_deepslate_stairs,minecraft:cobbled_deepslate_stairs,0
minecraft:polished_deepslate_stairs,minecraft:polished_deepslate_stairs,0
minecraft:deepslate_brick_stairs,minecraft:deepslate_brick_stairs,0
minecraft:deepslate_tile_stairs,minecraft:deepslate_tile_stairs,0
minecraft:polished_granite_slab,minecraft:stone_block_slab3,7
minecraft:smooth_red_sandstone_slab,minecraft:stone_block_slab3,1
minecraft:mossy_stone_brick_slab,minecraft:stone_block_slab4,0
minecraft:polished_diorite_slab,minecraft:stone_block_slab3,5
minecraft:mossy_cobblestone_slab,minecraft:stone_block_slab2,5
minecraft:end_stone_brick_slab,minecraft:stone_block_slab3,0
minecraft:smooth_sandstone_slab,minecraft:stone_block_slab2,6
minecraft:smooth_quartz_slab,minecraft:stone_block_slab4,1
minecraft:granite_slab,minecraft:stone_block_slab3,6
minecraft:andesite_slab,minecraft:stone_block_slab3,3
minecraft:red_nether_brick_slab,minecraft:stone_block_slab2,7
minecraft:polished_andesite_slab,minecraft:stone_block_slab3,2
minecraft:diorite_slab,minecraft:stone_block_slab3,4
minecraft:cobbled_deepslate_slab,minecraft:cobbled_deepslate_slab,0
minecraft:polished_deepslate_slab,minecraft:polished_deepslate_slab,0
minecraft:deepslate_brick_slab,minecraft:deepslate_brick_slab,0
minecraft:deepslate_tile_slab,minecraft:deepslate_tile_slab,0
minecraft:scaffolding,minecraft:scaffolding,0
minecraft:redstone,minecraft:redstone,0
minecraft:redstone_torch,minecraft:redstone_torch,0
minecraft:redstone_block,minecraft:redstone_block,0
minecraft:repeater,minecraft:repeater,0
minecraft:comparator,minecraft:comparator,0
minecraft:piston,minecraft:piston,1
minecraft:sticky_piston,minecraft:sticky_piston,1
minecraft:slime_block,minecraft:slime,0
minecraft:honey_block,minecraft:honey_block,0
minecraft:observer,minecraft:observer,0
minecraft:hopper,minecraft:hopper,0
minecraft:dispenser,minecraft:dispenser,3
minecraft:dropper,minecraft:dropper,3
minecraft:lectern,minecraft:lectern,0
minecraft:target,minecraft:target,0
minecraft:lever,minecraft:lever,0
minecraft:lightning_rod,minecraft:lightning_rod,0
minecraft:daylight_detector,minecraft:daylight_detector,0
minecraft:sculk_sensor,minecraft:sculk_sensor,0
minecraft:tripwire_hook,minecraft:tripwire_hook,0
minecraft:trapped_chest,minecraft:trapped_chest,0
minecraft:tnt,minecraft:tnt,0
minecraft:redstone_lamp,minecraft:redstone_lamp,0
minecraft:note_block,minecraft:noteblock,0
minecraft:stone_button,minecraft:stone_button,0
minecraft:polished_blackstone_button,minecraft:polished_blackstone_button,0
minecraft:oak_button,minecraft:wooden_button,0
minecraft:spruce_button,minecraft:spruce_button,0
minecraft:birch_button,minecraft:birch_button,0
minecraft:jungle_button,minecraft:jungle_button,0
minecraft:acacia_button,minecraft:acacia_button,0
minecraft:dark_oak_button,minecraft:dark_oak_button,0
minecraft:mangrove_button,minecraft:mangrove_button,0
minecraft:bamboo_button,minecraft:wooden_button,0
minecraft:crimson_button,minecraft:crimson_button,0
minecraft:warped_button,minecraft:warped_button,0
minecraft:stone_pressure_plate,minecraft:stone_pressure_plate,0
minecraft:polished_blackstone_pressure_plate,minecraft:polished_blackstone_pressure_plate,0
minecraft:light_weighted_pressure_plate,minecraft:light_weighted_pressure_plate,0
minecraft:heavy_weighted_pressure_plate,minecraft:heavy_weighted_pressure_plate,0
minecraft:oak_pressure_plate,minecraft:wooden_pressure_plate,0
minecraft:spruce_pressure_plate,minecraft:spruce_pressure_plate,0
minecraft:birch_pressure_plate,minecraft:birch_pressure_plate,0
minecraft:jungle_pressure_plate,minecraft:jungle_pressure_plate,0
minecraft:acacia_pressure_plate,minecraft:acacia_pressure_plate,0
minecraft:dark_oak_pressure_plate,minecraft:dark_oak_pressure_plate,0
minecraft:mangrove_pressure_plate,minecraft:mangrove_pressure_plate,0
minecraft:bamboo_pressure_plate,minecraft:wooden_pressure_plate,0
minecraft:crimson_pressure_plate,minecraft:crimson_pressure_plate,0
minecraft:warped_pressure_plate,minecraft:warped_pressure_plate,0
minecraft:iron_door,minecraft:iron_door,0
minecraft:oak_door,minecraft:wooden_door,0
minecraft:spruce_door,minecraft:spruce_door,0
minecraft:birch_door,minecraft:birch_door,0
minecraft:jungle_door,minecraft:jungle_door,0
minecraft:acacia_door,minecraft:acacia_door,0
minecraft:dark_oak_door,minecraft:dark_oak_door,0
minecraft:mangrove_door,minecraft:mangrove_door,0
minecraft:bamboo_door,minecraft:wooden_door,0
minecraft:crimson_door,minecraft:crimson_door,0
minecraft:warped_door,minecraft:warped_door,0
minecraft:iron_trapdoor,minecraft:iron_trapdoor,0
minecraft:oak_trapdoor,minecraft:trapdoor,0
minecraft:spruce_trapdoor,minecraft:spruce_trapdoor,0
minecraft:birch_trapdoor,minecraft:birch_trapdoor,0
minecraft:jungle_trapdoor,minecraft:jungle_trapdoor,0
minecraft:acacia_trapdoor,minecraft:acacia_trapdoor,0
minecraft:dark_oak_trapdoor,minecraft:dark_oak_trapdoor,0
minecraft:mangrove_trapdoor,minecraft:mangrove_trapdoor,0
minecraft:bamboo_trapdoor,minecraft:trapdoor,0
minecraft:crimson_trapdoor,minecraft:crimson_trapdoor,0
minecraft:warped_trapdoor,minecraft:warped_trapdoor,0
minecraft:oak_fence_gate,minecraft:fence_gate,0
minecraft:spruce_fence_gate,minecraft:spruce_fence_gate,0
minecraft:birch_fence_gate,minecraft:birch_fence_gate,0
minecraft:jungle_fence_gate,minecraft:jungle_fence_gate,0
minecraft:acacia_fence_gate,minecraft:acacia_fence_gate,0
minecraft:dark_oak_fence_gate,minecraft:dark_oak_fence_gate,0
minecraft:mangrove_fence_gate,minecraft:mangrove_fence_gate,0
minecraft:bamboo_fence_gate,minecraft:fence_gate,0
minecraft:crimson_fence_gate,minecraft:crimson_fence_gate,0
minecraft:warped_fence_gate,minecraft:warped_fence_gate,0
minecraft:powered_rail,minecraft:golden_rail,0
minecraft:detector_rail,minecraft:detector_rail,0
minecraft:rail,minecraft:rail,0
minecraft:activator_rail,minecraft:activator_rail,0
minecraft:saddle,minecraft:saddle,0
minecraft:minecart,minecraft:minecart,0
minecraft:chest_minecart,minecraft:chest_minecart,0
minecraft:furnace_minecart,minecraft:hopper_minecart,0
minecraft:tnt_minecart,minecraft:tnt_minecart,0
minecraft:hopper_minecart,minecraft:hopper_minecart,0
minecraft:carrot_on_a_stick,minecraft:carrot_on_a_stick,0
minecraft:warped_fungus_on_a_stick,minecraft:warped_fungus_on_a_stick,0
minecraft:elytra,minecraft:elytra,0
minecraft:oak_boat,minecraft:oak_boat,0
minecraft:oak_chest_boat,minecraft:oak_chest_boat,0
minecraft:spruce_boat,minecraft:spruce_boat,0
minecraft:spruce_chest_boat,minecraft:spruce_chest_boat,0
minecraft:birch_boat,minecraft:birch_boat,0
minecraft:birch_chest_boat,minecraft:birch_chest_boat,0
minecraft:jungle_boat,minecraft:jungle_boat,0
minecraft:jungle_chest_boat,minecraft:jungle_chest_boat,0
minecraft:acacia_boat,minecraft:acacia_boat,0
minecraft:acacia_chest_boat,minecraft:acacia_chest_boat,0
minecraft:dark_oak_boat,minecraft:dark_oak_boat,0
minecraft:dark_oak_chest_boat,minecraft:dark_oak_chest_boat,0
minecraft:mangrove_boat,minecraft:mangrove_boat,0
minecraft:mangrove_chest_boat,minecraft:mangrove_chest_boat,0
minecraft:bamboo_raft,minecraft:oak_boat,0
minecraft:bamboo_chest_raft,minecraft:oak_chest_boat,0
minecraft:structure_block,minecraft:structure_block,0
minecraft:jigsaw,minecraft:jigsaw,0
minecraft:turtle_helmet,minecraft:turtle_helmet,0
minecraft:scute,minecraft:scute,0
minecraft:flint_and_steel,minecraft:flint_and_steel,0
minecraft:apple,minecraft:apple,0
minecraft:bow,minecraft:bow,0
minecraft:arrow,minecraft:arrow,0
minecraft:coal,minecraft:coal,0
minecraft:charcoal,minecraft:charcoal,0
minecraft:diamond,minecraft:diamond,0
minecraft:emerald,minecraft:emerald,0
minecraft:lapis_lazuli,minecraft:lapis_lazuli,0
minecraft:quartz,minecraft:quartz,0
minecraft:amethyst_shard,minecraft:amethyst_shard,0
minecraft:raw_iron,minecraft:raw_iron,0
minecraft:iron_ingot,minecraft:iron_ingot,0
minecraft:raw_copper,minecraft:raw_copper,0
minecraft:copper_ingot,minecraft:copper_ingot,0
minecraft:raw_gold,minecraft:raw_gold,0
minecraft:gold_ingot,minecraft:gold_ingot,0
minecraft:netherite_ingot,minecraft:netherite_ingot,0
minecraft:netherite_scrap,minecraft:netherite_scrap,0
minecraft:wooden_sword,minecraft:wooden_sword,0
minecraft:wooden_shovel,minecraft:wooden_shovel,0
minecraft:wooden_pickaxe,minecraft:wooden_pickaxe,0
minecraft:wooden_axe,minecraft:wooden_axe,0
minecraft:wooden_hoe,minecraft:wooden_hoe,0
minecraft:stone_sword,minecraft:stone_sword,0
minecraft:stone_shovel,minecraft:stone_shovel,0
minecraft:stone_pickaxe,minecraft:stone_pickaxe,0
minecraft:stone_axe,minecraft:stone_axe,0
minecraft:stone_hoe,minecraft:stone_hoe,0
minecraft:golden_sword,minecraft:golden_sword,0
minecraft:golden_shovel,minecraft:golden_shovel,0
minecraft:golden_pickaxe,minecraft:golden_pickaxe,0
minecraft:golden_axe,minecraft:golden_axe,0
minecraft:golden_hoe,minecraft:golden_hoe,0
minecraft:iron_sword,minecraft:iron_sword,0
minecraft:iron_shovel,minecraft:iron_shovel,0
minecraft:iron_pickaxe,minecraft:iron_pickaxe,0
minecraft:iron_axe,minecraft:iron_axe,0
minecraft:iron_hoe,minecraft:iron_hoe,0
minecraft:diamond_sword,minecraft:diamond_sword,0
minecraft:diamond_shovel,minecraft:diamond_shovel,0
minecraft:diamond_pickaxe,minecraft:diamond_pickaxe,0
minecraft:diamond_axe,minecraft:diamond_axe,0
minecraft:diamond_hoe,minecraft:diamond_hoe,0
minecraft:netherite_sword,minecraft:netherite_sword,0
minecraft:netherite_shovel,minecraft:netherite_shovel,0
minecraft:netherite_pickaxe,minecraft:netherite_pickaxe,0
minecraft:netherite_axe,minecraft:netherite_axe,0
minecraft:netherite_hoe,minecraft:netherite_hoe,0
minecraft:stick,minecraft:stick,0
minecraft:bowl,minecraft:bowl,0
minecraft:mushroom_stew,minecraft:mushroom_stew,0
minecraft:string,minecraft:string,0
minecraft:feather,minecraft:feather,0
minecraft:gunpowder,minecraft:gunpowder,0
minecraft:wheat_seeds,minecraft:wheat_seeds,0
minecraft:wheat,minecraft:wheat,0
minecraft:bread,minecraft:bread,0
minecraft:leather_helmet,minecraft:leather_helmet,0
minecraft:leather_chestplate,minecraft:leather_chestplate,0
minecraft:leather_leggings,minecraft:leather_leggings,0
minecraft:leather_boots,minecraft:leather_boots,0
minecraft:chainmail_helmet,minecraft:chainmail_helmet,0
minecraft:chainmail_chestplate,minecraft:chainmail_chestplate,0
minecraft:chainmail_leggings,minecraft:chainmail_leggings,0
minecraft:chainmail_boots,minecraft:chainmail_boots,0
minecraft:iron_helmet,minecraft:iron_helmet,0
minecraft:iron_chestplate,minecraft:iron_chestplate,0
minecraft:iron_leggings,minecraft:iron_leggings,0
minecraft:iron_boots,minecraft:iron_boots,0
minecraft:diamond_helmet,minecraft:diamond_helmet,0
minecraft:diamond_chestplate,minecraft:diamond_chestplate,0
minecraft:diamond_leggings,minecraft:diamond_leggings,0
minecraft:diamond_boots,minecraft:diamond_boots,0
minecraft:golden_helmet,minecraft:golden_helmet,0
minecraft:golden_chestplate,minecraft:golden_chestplate,0
minecraft:golden_leggings,minecraft:golden_leggings,0
minecraft:golden_boots,minecraft:golden_boots,0
minecraft:netherite_helmet,minecraft:netherite_helmet,0
minecraft:netherite_chestplate,minecraft:netherite_chestplate,0
minecraft:netherite_leggings,minecraft:netherite_leggings,0
minecraft:netherite_boots,minecraft:netherite_boots,0
minecraft:flint,minecraft:flint,0
minecraft:porkchop,minecraft:porkchop,0
minecraft:cooked_porkchop,minecraft:cooked_porkchop,0
minecraft:painting,minecraft:painting,0
minecraft:golden_apple,minecraft:golden_apple,0
minecraft:enchanted_golden_apple,minecraft:enchanted_golden_apple,0
minecraft:oak_sign,minecraft:oak_sign,0
minecraft:spruce_sign,minecraft:spruce_sign,0
minecraft:birch_sign,minecraft:birch_sign,0
minecraft:jungle_sign,minecraft:jungle_sign,0
minecraft:acacia_sign,minecraft:acacia_sign,0
minecraft:dark_oak_sign,minecraft:dark_oak_sign,0
minecraft:mangrove_sign,minecraft:mangrove_sign,0
minecraft:bamboo_sign,minecraft:oak_sign,0
minecraft:crimson_sign,minecraft:crimson_sign,0
minecraft:warped_sign,minecraft:warped_sign,0
minecraft:oak_hanging_sign,minecraft:oak_sign,0
minecraft:spruce_hanging_sign,minecraft:spruce_sign,0
minecraft:birch_hanging_sign,minecraft:birch_sign,0
minecraft:jungle_hanging_sign,minecraft:jungle_sign,0
minecraft:acacia_hanging_sign,minecraft:acacia_sign,0
minecraft:dark_oak_hanging_sign,minecraft:dark_oak_sign,0
minecraft:mangrove_hanging_sign,minecraft:mangrove_sign,0
minecraft:bamboo_hanging_sign,minecraft:oak_sign,0
minecraft:crimson_hanging_sign,minecraft:crimson_sign,0
minecraft:warped_hanging_sign,minecraft:warped_sign,0
minecraft:bucket,minecraft:bucket,0
minecraft:water_bucket,minecraft:water_bucket,0
minecraft:lava_bucket,minecraft:lava_bucket,0
minecraft:powder_snow_bucket,minecraft:powder_snow_bucket,0
minecraft:snowball,minecraft:snowball,0
minecraft:leather,minecraft:leather,0
minecraft:milk_bucket,minecraft:milk_bucket,0
minecraft:pufferfish_bucket,minecraft:pufferfish_bucket,0
minecraft:salmon_bucket,minecraft:salmon_bucket,0
minecraft:cod_bucket,minecraft:cod_bucket,0
minecraft:tropical_fish_bucket,minecraft:tropical_fish_bucket,0
minecraft:axolotl_bucket,minecraft:axolotl_bucket,0
minecraft:tadpole_bucket,minecraft:tadpole_bucket,0
minecraft:brick,minecraft:brick,0
minecraft:clay_ball,minecraft:clay_ball,0
minecraft:dried_kelp_block,minecraft:dried_kelp_block,0
minecraft:paper,minecraft:paper,0
minecraft:book,minecraft:book,0
minecraft:slime_ball,minecraft:slime_ball,0
minecraft:egg,minecraft:egg,0
minecraft:compass,minecraft:compass,0
minecraft:recovery_compass,minecraft:recovery_compass,0
minecraft:bundle,minecraft:shulker_shell,0
minecraft:fishing_rod,minecraft:fishing_rod,0
minecraft:clock,minecraft:clock,0
minecraft:spyglass,minecraft:spyglass,0
minecraft:glowstone_dust,minecraft:glowstone_dust,0
minecraft:cod,minecraft:cod,0
minecraft:salmon,minecraft:salmon,0
minecraft:tropical_fish,minecraft:tropical_fish,0
minecraft:pufferfish,minecraft:pufferfish,0
minecraft:cooked_cod,minecraft:cooked_cod,0
minecraft:cooked_salmon,minecraft:cooked_salmon,0
minecraft:ink_sac,minecraft:ink_sac,0
minecraft:glow_ink_sac,minecraft:glow_ink_sac,0
minecraft:cocoa_beans,minecraft:cocoa_beans,3
minecraft:white_dye,minecraft:white_dye,0
minecraft:orange_dye,minecraft:orange_dye,0
minecraft:magenta_dye,minecraft:magenta_dye,0
minecraft:light_blue_dye,minecraft:light_blue_dye,0
minecraft:yellow_dye,minecraft:yellow_dye,0
minecraft:lime_dye,minecraft:lime_dye,0
minecraft:pink_dye,minecraft:pink_dye,0
minecraft:gray_dye,minecraft:gray_dye,0
minecraft:light_gray_dye,minecraft:light_gray_dye,0
minecraft:cyan_dye,minecraft:cyan_dye,0
minecraft:purple_dye,minecraft:purple_dye,0
minecraft:blue_dye,minecraft:blue_dye,0
minecraft:brown_dye,minecraft:brown_dye,0
minecraft:green_dye,minecraft:green_dye,0
minecraft:red_dye,minecraft:red_dye,0
minecraft:black_dye,minecraft:black_dye,0
minecraft:bone_meal,minecraft:bone_meal,0
minecraft:bone,minecraft:bone,0
minecraft:sugar,minecraft:sugar,0
minecraft:cake,minecraft:cake,0
minecraft:white_bed,minecraft:bed,0
minecraft:orange_bed,minecraft:bed,1
minecraft:magenta_bed,minecraft:bed,2
minecraft:light_blue_bed,minecraft:bed,3
minecraft:yellow_bed,minecraft:bed,4
minecraft:lime_bed,minecraft:bed,5
minecraft:pink_bed,minecraft:bed,6
minecraft:gray_bed,minecraft:bed,7
minecraft:light_gray_bed,minecraft:bed,8
minecraft:cyan_bed,minecraft:bed,9
minecraft:purple_bed,minecraft:bed,10
minecraft:blue_bed,minecraft:bed,11
minecraft:brown_bed,minecraft:bed,12
minecraft:green_bed,minecraft:bed,13
minecraft:red_bed,minecraft:bed,14
minecraft:black_bed,minecraft:bed,15
minecraft:cookie,minecraft:cookie,0
minecraft:filled_map,minecraft:filled_map,0
minecraft:shears,minecraft:shears,0
minecraft:melon_slice,minecraft:melon_slice,0
minecraft:dried_kelp,minecraft:dried_kelp,0
minecraft:pumpkin_seeds,minecraft:pumpkin_seeds,0
minecraft:melon_seeds,minecraft:melon_seeds,0
minecraft:beef,minecraft:beef,0
minecraft:cooked_beef,minecraft:cooked_beef,0
minecraft:chicken,minecraft:chicken,0
minecraft:cooked_chicken,minecraft:cooked_chicken,0
minecraft:rotten_flesh,minecraft:rotten_flesh,0
minecraft:ender_pearl,minecraft:ender_pearl,0
minecraft:blaze_rod,minecraft:blaze_rod,0
minecraft:ghast_tear,minecraft:ghast_tear,0
minecraft:gold_nugget,minecraft:gold_nugget,0
minecraft:nether_wart,minecraft:nether_wart,0
minecraft:potion,minecraft:potion,0
minecraft:glass_bottle,minecraft:glass_bottle,0
minecraft:spider_eye,minecraft:spider_eye,0
minecraft:fermented_spider_eye,minecraft:fermented_spider_eye,0
minecraft:blaze_powder,minecraft:blaze_powder,0
minecraft:magma_cream,minecraft:magma_cream,0
minecraft:brewing_stand,minecraft:brewing_stand,0
minecraft:cauldron,minecraft:cauldron,0
minecraft:ender_eye,minecraft:ender_eye,0
minecraft:glistering_melon_slice,minecraft:glistering_melon_slice,0
minecraft:allay_spawn_egg,minecraft:allay_spawn_egg,0
minecraft:axolotl_spawn_egg,minecraft:axolotl_spawn_egg,0
minecraft:bat_spawn_egg,minecraft:bat_spawn_egg,0
minecraft:bee_spawn_egg,minecraft:bee_spawn_egg,0
minecraft:blaze_spawn_egg,minecraft:blaze_spawn_egg,0
minecraft:cat_spawn_egg,minecraft:cat_spawn_egg,0
minecraft:camel_spawn_egg,minecraft:llama_spawn_egg,0
minecraft:cave_spider_spawn_egg,minecraft:cave_spider_spawn_egg,0
minecraft:chicken_spawn_egg,minecraft:chicken_spawn_egg,0
minecraft:cod_spawn_egg,minecraft:cod_spawn_egg,0
minecraft:cow_spawn_egg,minecraft:cow_spawn_egg,0
minecraft:creeper_spawn_egg,minecraft:creeper_spawn_egg,0
minecraft:dolphin_spawn_egg,minecraft:dolphin_spawn_egg,0
minecraft:donkey_spawn_egg,minecraft:donkey_spawn_egg,0
minecraft:drowned_spawn_egg,minecraft:drowned_spawn_egg,0
minecraft:elder_guardian_spawn_egg,minecraft:elder_guardian_spawn_egg,0
minecraft:ender_dragon_spawn_egg,minecraft:enderman_spawn_egg,0
minecraft:enderman_spawn_egg,minecraft:enderman_spawn_egg,0
minecraft:endermite_spawn_egg,minecraft:endermite_spawn_egg,0
minecraft:evoker_spawn_egg,minecraft:evoker_spawn_egg,0
minecraft:fox_spawn_egg,minecraft:fox_spawn_egg,0
minecraft:frog_spawn_egg,minecraft:frog_spawn_egg,0
minecraft:ghast_spawn_egg,minecraft:ghast_spawn_egg,0
minecraft:glow_squid_spawn_egg,minecraft:glow_squid_spawn_egg,0
minecraft:goat_spawn_egg,minecraft:goat_spawn_egg,0
minecraft:guardian_spawn_egg,minecraft:guardian_spawn_egg,0
minecraft:hoglin_spawn_egg,minecraft:hoglin_spawn_egg,0
minecraft:horse_spawn_egg,minecraft:horse_spawn_egg,0
minecraft:husk_spawn_egg,minecraft:husk_spawn_egg,0
minecraft:iron_golem_spawn_egg,minecraft:wolf_spawn_egg,0
minecraft:llama_spawn_egg,minecraft:llama_spawn_egg,0
minecraft:magma_cube_spawn_egg,minecraft:magma_cube_spawn_egg,0
minecraft:mooshroom_spawn_egg,minecraft:mooshroom_spawn_egg,0
minecraft:mule_spawn_egg,minecraft:mule_spawn_egg,0
minecraft:ocelot_spawn_egg,minecraft:ocelot_spawn_egg,0
minecraft:panda_spawn_egg,minecraft:panda_spawn_egg,0
minecraft:parrot_spawn_egg,minecraft:parrot_spawn_egg,0
minecraft:phantom_spawn_egg,minecraft:phantom_spawn_egg,0
minecraft:pig_spawn_egg,minecraft:pig_spawn_egg,0
minecraft:piglin_spawn_egg,minecraft:piglin_spawn_egg,0
minecraft:piglin_brute_spawn_egg,minecraft:piglin_brute_spawn_egg,0
minecraft:pillager_spawn_egg,minecraft:pillager_spawn_egg,0
minecraft:polar_bear_spawn_egg,minecraft:polar_bear_spawn_egg,0
minecraft:pufferfish_spawn_egg,minecraft:pufferfish_spawn_egg,0
minecraft:rabbit_spawn_egg,minecraft:rabbit_spawn_egg,0
minecraft:ravager_spawn_egg,minecraft:ravager_spawn_egg,0
minecraft:salmon_spawn_egg,minecraft:salmon_spawn_egg,0
minecraft:sheep_spawn_egg,minecraft:sheep_spawn_egg,0
minecraft:shulker_spawn_egg,minecraft:shulker_spawn_egg,0
minecraft:silverfish_spawn_egg,minecraft:silverfish_spawn_egg,0
minecraft:skeleton_spawn_egg,minecraft:skeleton_spawn_egg,0
minecraft:skeleton_horse_spawn_egg,minecraft:skeleton_horse_spawn_egg,0
minecraft:slime_spawn_egg,minecraft:slime_spawn_egg,0
minecraft:snow_golem_spawn_egg,minecraft:polar_bear_spawn_egg,0
minecraft:spider_spawn_egg,minecraft:spider_spawn_egg,0
minecraft:squid_spawn_egg,minecraft:squid_spawn_egg,0
minecraft:stray_spawn_egg,minecraft:stray_spawn_egg,0
minecraft:strider_spawn_egg,minecraft:strider_spawn_egg,0
minecraft:tadpole_spawn_egg,minecraft:tadpole_spawn_egg,0
minecraft:trader_llama_spawn_egg,minecraft:llama_spawn_egg,0
minecraft:tropical_fish_spawn_egg,minecraft:tropical_fish_spawn_egg,0
minecraft:turtle_spawn_egg,minecraft:turtle_spawn_egg,0
minecraft:vex_spawn_egg,minecraft:vex_spawn_egg,0
minecraft:villager_spawn_egg,minecraft:villager_spawn_egg,0
minecraft:vindicator_spawn_egg,minecraft:vindicator_spawn_egg,0
minecraft:wandering_trader_spawn_egg,minecraft:wandering_trader_spawn_egg,0
minecraft:warden_spawn_egg,minecraft:warden_spawn_egg,0
minecraft:witch_spawn_egg,minecraft:witch_spawn_egg,0
minecraft:wither_spawn_egg,minecraft:wither_skeleton_spawn_egg,0
minecraft:wither_skeleton_spawn_egg,minecraft:wither_skeleton_spawn_egg,0
minecraft:wolf_spawn_egg,minecraft:wolf_spawn_egg,0
minecraft:zoglin_spawn_egg,minecraft:zoglin_spawn_egg,0
minecraft:zombie_spawn_egg,minecraft:zombie_spawn_egg,0
minecraft:zombie_horse_spawn_egg,minecraft:zombie_horse_spawn_egg,0
